community,cluster,doc,annotateddoc,frame,synset,synsetframe triplet,noun/verb w/o frame,adj/adv w/o frame
inferred_PCS9,78,Primary Reviewer Review assign review,[Primary Reviewer [C]] [Review [C]] [assign review [P]] ,"frame:Appointing,","wn30:synset-primary-adjective-1,wn30:synset-reviewer-noun-1,wn30:synset-review-verb-1,wn30:synset-delegate-verb-2,wn30:synset-review-verb-1,","wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event
","wn30:synset-reviewer-noun-1
wn30:synset-review-verb-1
wn30:synset-review-verb-1
","wn30:synset-primary-adjective-1
"
inferred_PCS8,14,Primary Reviewer Paper assigned review by Review accept,[Primary Reviewer [C]] [Paper [C]] [assigned review by [P]] [Review [C]] [accept [P]] ,"frame:Appointing,frame:Receiving,frame:Respond_to_proposal,","wn30:synset-primary-adjective-1,wn30:synset-reviewer-noun-1,wn30:synset-paper-noun-1,wn30:synset-delegate-verb-2,wn30:synset-review-verb-1,wn30:synset-by-adverb-1,wn30:synset-review-verb-1,wn30:synset-accept-verb-2,","wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event
wn30:synset-accept-verb-2 - frame:Receiving - frame:Event
wn30:synset-accept-verb-2 - frame:Respond_to_proposal
","wn30:synset-reviewer-noun-1
wn30:synset-paper-noun-1
wn30:synset-review-verb-1
wn30:synset-review-verb-1
","wn30:synset-primary-adjective-1
wn30:synset-by-adverb-1
"
inferred_PCS16,14,written paper by submit reject accepted rejected write Author Paper accept Committee Member,[written paper by [P]] [submit [P]] [reject paper [P]] [accepted by [P]] [rejected paper by [P]] [write paper [P]] [Author [C]] [Paper [C]] [accept [P]] [Committee Member [C]] ,"frame:Text_creation,frame:Statement,frame:Submitting_documents,frame:Agree_or_refuse_to_act,frame:Respond_to_proposal,frame:Receiving,frame:Respond_to_proposal,frame:Agree_or_refuse_to_act,frame:Respond_to_proposal,frame:Text_creation,frame:Statement,frame:Receiving,frame:Respond_to_proposal,frame:Organization,frame:Membership,","wn30:synset-write-verb-1,wn30:synset-paper-noun-1,wn30:synset-by-adverb-1,wn30:synset-submit-verb-1,wn30:synset-refuse-verb-2,wn30:synset-accept-verb-2,wn30:synset-refuse-verb-2,wn30:synset-write-verb-1,wn30:synset-writer-noun-1,wn30:synset-paper-noun-1,wn30:synset-accept-verb-2,wn30:synset-committee-noun-1,wn30:synset-member-noun-1,","wn30:synset-write-verb-1 - frame:Text_creation - frame:Event
wn30:synset-write-verb-1 - frame:Statement
wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event
wn30:synset-refuse-verb-2 - frame:Agree_or_refuse_to_act - frame:Respond_to_proposal
wn30:synset-refuse-verb-2 - frame:Respond_to_proposal
wn30:synset-accept-verb-2 - frame:Receiving - frame:Event
wn30:synset-accept-verb-2 - frame:Respond_to_proposal
wn30:synset-refuse-verb-2 - frame:Agree_or_refuse_to_act - frame:Respond_to_proposal
wn30:synset-refuse-verb-2 - frame:Respond_to_proposal
wn30:synset-write-verb-1 - frame:Text_creation - frame:Event
wn30:synset-write-verb-1 - frame:Statement
wn30:synset-accept-verb-2 - frame:Receiving - frame:Event
wn30:synset-accept-verb-2 - frame:Respond_to_proposal
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
","wn30:synset-paper-noun-1
wn30:synset-writer-noun-1
wn30:synset-paper-noun-1
","wn30:synset-by-adverb-1
"
inferred_PCS1,5,Email sended by Administrator send,[Email [C]] [sended by [P]] [Administrator [C]] [send [P]] ,"frame:Sending,frame:Causation,frame:Sending,frame:Causation,","wn30:synset-electronic_mail-noun-1,wn30:synset-send-verb-1,wn30:synset-by-adverb-1,wn30:synset-administrator-noun-1,wn30:synset-send-verb-1,","wn30:synset-send-verb-1 - frame:Sending
wn30:synset-send-verb-1 - frame:Causation - frame:Event
wn30:synset-send-verb-1 - frame:Sending
wn30:synset-send-verb-1 - frame:Causation - frame:Event
","wn30:synset-electronic_mail-noun-1
wn30:synset-administrator-noun-1
","wn30:synset-by-adverb-1
"
inferred_PCS4,59,Summary PERSON E-mail Email Title Paper Subject of email,[Summary [P]] [PERSON [C]] [E-mail [P]] [Email [C]] [Title [P]] [Paper [C]] [Subject of email [P]] ,"frame:People,frame:Topic,","wn30:synset-summary-noun-1,wn30:synset-person-noun-1,wn30:synset-electronic_mail-noun-1,wn30:synset-electronic_mail-noun-1,wn30:synset-title-noun-1,wn30:synset-paper-noun-1,wn30:synset-subject-noun-1,wn30:synset-electronic_mail-noun-1,","wn30:synset-person-noun-1 - frame:People - frame:Entity
wn30:synset-subject-noun-1 - frame:Topic
","wn30:synset-summary-noun-1
wn30:synset-electronic_mail-noun-1
wn30:synset-electronic_mail-noun-1
wn30:synset-title-noun-1
wn30:synset-paper-noun-1
wn30:synset-electronic_mail-noun-1
",
inferred_PCS13,22,Topic of conference Conference,[Topic of conference [P]] [Conference [C]] ,"frame:Topic,frame:Discussion,frame:Discussion,","wn30:synset-subject-noun-1,wn30:synset-conference-noun-1,wn30:synset-conference-noun-1,","wn30:synset-subject-noun-1 - frame:Topic
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
",,
inferred_PCS17,12,submit PERSON DOCUMENT submited by get Information loggin in Document ID System,[submit [P]] [PERSON [C]] [DOCUMENT [C]] [submited by [P]] [get [P]] [Information [C]] [loggin in [P]] [Document ID [P]] [System [C]] ,"frame:Submitting_documents,frame:People,frame:Documents,frame:Submitting_documents,frame:Getting,frame:Information,frame:Documents,frame:Gizmo,frame:System,","wn30:synset-submit-verb-1,wn30:synset-person-noun-1,wn30:synset-document-noun-1,wn30:synset-submit-verb-1,wn30:synset-by-adverb-1,wn30:synset-get-verb-1,wn30:synset-information-noun-1,wn30:synset-in-adverb-1,wn30:synset-document-noun-1,wn30:synset-Idaho-noun-1,wn30:synset-system-noun-1,","wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event
wn30:synset-person-noun-1 - frame:People - frame:Entity
wn30:synset-document-noun-1 - frame:Documents - frame:Entity
wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event
wn30:synset-get-verb-1 - frame:Getting - frame:Event
wn30:synset-information-noun-1 - frame:Information - frame:Entity
wn30:synset-document-noun-1 - frame:Documents - frame:Entity
wn30:synset-system-noun-1 - frame:Gizmo
wn30:synset-system-noun-1 - frame:System - frame:Set_of_interrelated_entities
","wn30:synset-Idaho-noun-1
","wn30:synset-by-adverb-1
wn30:synset-in-adverb-1
"
inferred_PCS12,49,Conference Member Invitation get,[Conference Member [C]] [Invitation [C]] [get [P]] ,"frame:Discussion,frame:Membership,frame:Getting,","wn30:synset-conference-noun-1,wn30:synset-member-noun-1,wn30:synset-invitation-noun-1,wn30:synset-get-verb-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
wn30:synset-get-verb-1 - frame:Getting - frame:Event
","wn30:synset-invitation-noun-1
",
inferred_PCS5,49,PERSON Email get Message of email Receiver,[PERSON [C]] [Email [C]] [get [P]] [Message of email [P]] [Receiver of email [P]] ,"frame:People,frame:Getting,","wn30:synset-person-noun-1,wn30:synset-electronic_mail-noun-1,wn30:synset-get-verb-1,wn30:synset-message-noun-1,wn30:synset-electronic_mail-noun-1,wn30:synset-receiver-noun-1,","wn30:synset-person-noun-1 - frame:People - frame:Entity
wn30:synset-get-verb-1 - frame:Getting - frame:Event
","wn30:synset-electronic_mail-noun-1
wn30:synset-message-noun-1
wn30:synset-electronic_mail-noun-1
wn30:synset-receiver-noun-1
",
inferred_PCS3,64,generate Report Administrator,[generate [P]] [Report [C]] [Administrator [C]] ,"frame:Reporting,frame:Statement,","wn30:synset-generate-verb-1,wn30:synset-report-verb-1,wn30:synset-administrator-noun-1,","wn30:synset-report-verb-1 - frame:Reporting
wn30:synset-report-verb-1 - frame:Statement
","wn30:synset-generate-verb-1
wn30:synset-administrator-noun-1
",
inferred_PCS14,22,Date Conference,[Date [P]] [Conference [C]] ,"frame:Discussion,","wn30:synset-date-noun-1,wn30:synset-conference-noun-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
","wn30:synset-date-noun-1
",
inferred_PCS11,16,Conference Member has conference member of,[Conference Member [C]] [has conference member [P]] [member of conference [P]] [Conference [C]] ,"frame:Discussion,frame:Membership,frame:Discussion,frame:Membership,","wn30:synset-conference-noun-1,wn30:synset-member-noun-1,wn30:synset-conference-noun-1,wn30:synset-member-noun-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
",,
inferred_PCS6,0,read paper rate Accepted External Reviewer,[read paper [P]] [rate paper [P]] [Accepted paper [C]] [External Reviewer [C]] ,"frame:Reading,frame:Frequency,frame:Speed,","wn30:synset-read-verb-1,wn30:synset-paper-noun-1,wn30:synset-rate-noun-1,wn30:synset-accepted-adjectivesatellite-1,wn30:synset-external-adjective-1,wn30:synset-reviewer-noun-1,","wn30:synset-read-verb-1 - frame:Reading - frame:Scrutinyframe:Reading_activity
wn30:synset-rate-noun-1 - frame:Frequency - frame:Attributes
wn30:synset-rate-noun-1 - frame:Speed - frame:Attributes
","wn30:synset-paper-noun-1
wn30:synset-reviewer-noun-1
","wn30:synset-accepted-adjectivesatellite-1
wn30:synset-external-adjective-1
"
inferred_PCS15,57,Web Site Conference,[Web Site [P]] [Conference [C]] ,"frame:Locale_by_event,frame:Locale,frame:Locale_by_use,frame:Discussion,","wn30:synset-web-noun-1,wn30:synset-site-noun-1,wn30:synset-conference-noun-1,","wn30:synset-site-noun-1 - frame:Locale_by_event - frame:Locale
wn30:synset-site-noun-1 - frame:Locale - frame:Locale
wn30:synset-site-noun-1 - frame:Locale_by_use - frame:Locale
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
","wn30:synset-web-noun-1
",
inferred_PCS2,64,generate Electronic proceeding Administrator,[generate [P]] [Electronic proceeding [C]] [Administrator [C]] ,"none,","wn30:synset-generate-verb-1,wn30:synset-electronic-adjective-1,wn30:synset-proceeding-noun-1,wn30:synset-administrator-noun-1,",,"wn30:synset-generate-verb-1
wn30:synset-proceeding-noun-1
wn30:synset-administrator-noun-1
","wn30:synset-electronic-adjective-1
"
inferred_PCS7,13,submit write review Review External Reviewer,[submit [P]] [write review [P]] [Review [C]] [External Reviewer [C]] ,"frame:Submitting_documents,frame:Text_creation,frame:Statement,","wn30:synset-submit-verb-1,wn30:synset-write-verb-1,wn30:synset-review-verb-1,wn30:synset-review-verb-1,wn30:synset-external-adjective-1,wn30:synset-reviewer-noun-1,","wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event
wn30:synset-write-verb-1 - frame:Text_creation - frame:Event
wn30:synset-write-verb-1 - frame:Statement
","wn30:synset-review-verb-1
wn30:synset-review-verb-1
wn30:synset-reviewer-noun-1
","wn30:synset-external-adjective-1
"
inferred_PCS10,13,write review Secondary Reviewer Review,[write review [P]] [Secondary Reviewer [C]] [Review [C]] ,"frame:Text_creation,frame:Statement,","wn30:synset-write-verb-1,wn30:synset-review-verb-1,wn30:synset-secondary-adjective-1,wn30:synset-reviewer-noun-1,wn30:synset-review-verb-1,","wn30:synset-write-verb-1 - frame:Text_creation - frame:Event
wn30:synset-write-verb-1 - frame:Statement
","wn30:synset-review-verb-1
wn30:synset-reviewer-noun-1
wn30:synset-review-verb-1
","wn30:synset-secondary-adjective-1
"
inferred_confOf2,45,has Postal Code Surname Home Page Fax Person,[has Postal Code [P]] [has Surname [P]] [has Home Page [P]] [has Fax [P]] [Person [C]] ,"frame:Law,frame:Being_named,frame:Expected_location_of_person,frame:People,","wn30:synset-postal-adjective-1,wn30:synset-code-noun-1,wn30:synset-surname-noun-1,wn30:synset-home-noun-1,wn30:synset-page-noun-1,wn30:synset-facsimile-noun-2,wn30:synset-person-noun-1,","wn30:synset-code-noun-1 - frame:Law - frame:Entity
wn30:synset-surname-noun-1 - frame:Being_named
wn30:synset-home-noun-1 - frame:Expected_location_of_person - frame:Stateframe:Relation
wn30:synset-person-noun-1 - frame:People - frame:Entity
","wn30:synset-page-noun-1
wn30:synset-facsimile-noun-2
","wn30:synset-postal-adjective-1
"
inferred_confOf16,7,Person has City,[Person [C]] [has City [P]] [City [C]] ,"frame:People,frame:Locale_by_use,frame:Political_locales,","wn30:synset-person-noun-1,wn30:synset-city-noun-1,","wn30:synset-person-noun-1 - frame:People - frame:Entity
wn30:synset-city-noun-1 - frame:Locale_by_use - frame:Locale
wn30:synset-city-noun-1 - frame:Political_locales - frame:Locale
",,
inferred_confOf7,63,location has title Working event,[location [P]] [has title [P]] [Working event [C]] ,"frame:Locale,frame:Being_employed,frame:Event,","wn30:synset-location-noun-1,wn30:synset-title-noun-1,wn30:synset-work-noun-1,wn30:synset-event-noun-1,","wn30:synset-location-noun-1 - frame:Locale - frame:Locale
wn30:synset-work-noun-1 - frame:Being_employed
wn30:synset-event-noun-1 - frame:Event - frame:State
","wn30:synset-title-noun-1
",
inferred_confOf13,76,Participant early Registration,[Participant [C]] [early Registration [P]] ,"frame:Participation,frame:Temporal_collocation,frame:Relative_time,frame:Temporal_subregion,","wn30:synset-participant-noun-1,wn30:synset-early-adjective-1,wn30:synset-registration-noun-1,","wn30:synset-participant-noun-1 - frame:Participation
wn30:synset-early-adjective-1 - frame:Temporal_collocation - frame:Relation
wn30:synset-early-adjective-1 - frame:Relative_time - frame:Relation
wn30:synset-early-adjective-1 - frame:Temporal_subregion
","wn30:synset-registration-noun-1
",
inferred_confOf3,51,ends on Event starts,[ends on [P]] [Event [C]] [starts on [P]] ,"frame:Process_end,frame:Event,frame:Process_start,frame:Setting_out,frame:Activity_start,","wn30:synset-end-verb-1,wn30:synset-along-adverb-1,wn30:synset-event-noun-1,wn30:synset-get_down-verb-7,","wn30:synset-end-verb-1 - frame:Process_end - frame:Event
wn30:synset-event-noun-1 - frame:Event - frame:State
wn30:synset-get_down-verb-7 - frame:Process_start - frame:Event
wn30:synset-get_down-verb-7 - frame:Setting_out - frame:Event
wn30:synset-get_down-verb-7 - frame:Activity_start - frame:Event
",,"wn30:synset-along-adverb-1
"
inferred_confOf6,63,default Choice Social event Working,[default Choice [P]] [Social event [C]] [Working event [C]] ,"frame:Choosing,frame:Social_interaction_evaluation,frame:Event,","wn30:synset-default-noun-1,wn30:synset-choice-noun-1,wn30:synset-social-adjective-1,wn30:synset-event-noun-1,wn30:synset-working-adjectivesatellite-1,","wn30:synset-choice-noun-1 - frame:Choosing - frame:Eventframe:Deciding
wn30:synset-social-adjective-1 - frame:Social_interaction_evaluation - frame:Attributes
wn30:synset-event-noun-1 - frame:Event - frame:State
","wn30:synset-default-noun-1
","wn30:synset-working-adjectivesatellite-1
"
inferred_confOf12,61,University Scholar study At,[University [C]] [Scholar [C]] [study At [P]] ,"frame:People_by_vocation,frame:Education_teaching,frame:Scrutiny,","wn30:synset-university-noun-1,wn30:synset-scholar-noun-1,wn30:synset-survey-noun-1,wn30:synset-at-noun-2,","wn30:synset-scholar-noun-1 - frame:People_by_vocation - frame:Entity
wn30:synset-scholar-noun-1 - frame:Education_teaching - frame:Event
wn30:synset-survey-noun-1 - frame:Scrutiny
","wn30:synset-university-noun-1
wn30:synset-at-noun-2
",
inferred_confOf14,45,Country Person has,[Country [C]] [Person [C]] [has Country [P]] ,"frame:Political_locales,frame:People,","wn30:synset-state-noun-4,wn30:synset-person-noun-1,","wn30:synset-state-noun-4 - frame:Political_locales - frame:Locale
wn30:synset-person-noun-1 - frame:People - frame:Entity
",,
inferred_confOf5,11,Administrative event has Event parallel with Working follows,[Administrative event [C]] [has Administrative Event [P]] [parallel with [P]] [Working event [C]] [follows [P]] ,"frame:Event,frame:Event,","wn30:synset-administrative-adjective-1,wn30:synset-event-noun-1,wn30:synset-event-noun-1,wn30:synset-parallel-adjective-1,wn30:synset-working-adjectivesatellite-1,wn30:synset-follow-verb-1,","wn30:synset-event-noun-1 - frame:Event - frame:State
wn30:synset-event-noun-1 - frame:Event - frame:State
","wn30:synset-follow-verb-1
","wn30:synset-administrative-adjective-1
wn30:synset-parallel-adjective-1
wn30:synset-working-adjectivesatellite-1
"
inferred_confOf11,77,has Topic deals With Contribution Working event,[has Topic [P]] [deals With [P]] [Topic [C]] [Contribution [C]] [Working event [C]] ,"frame:Topic,frame:Topic,frame:Speak_on_topic,frame:Giving,frame:Being_employed,frame:Event,","wn30:synset-subject-noun-1,wn30:synset-cover-verb-5,wn30:synset-contribution-noun-2,wn30:synset-work-noun-1,wn30:synset-event-noun-1,","wn30:synset-subject-noun-1 - frame:Topic
wn30:synset-cover-verb-5 - frame:Topic
wn30:synset-cover-verb-5 - frame:Speak_on_topic
wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario
wn30:synset-work-noun-1 - frame:Being_employed
wn30:synset-event-noun-1 - frame:Event - frame:State
",,
inferred_confOf1,73,has Street Phone First Name Email Person,[has Street [P]] [has Phone [P]] [has First Name [P]] [has Email [P]] [Person [C]] ,"frame:Roadways,frame:Ordinal_numbers,frame:Referring_by_name,frame:Being_named,frame:People,","wn30:synset-street-noun-1,wn30:synset-telephone-noun-1,wn30:synset-first-adjective-1,wn30:synset-name-noun-1,wn30:synset-electronic_mail-noun-1,wn30:synset-person-noun-1,","wn30:synset-street-noun-1 - frame:Roadways - frame:Locale
wn30:synset-first-adjective-1 - frame:Ordinal_numbers
wn30:synset-name-noun-1 - frame:Referring_by_name
wn30:synset-name-noun-1 - frame:Being_named
wn30:synset-person-noun-1 - frame:People - frame:Entity
","wn30:synset-telephone-noun-1
wn30:synset-electronic_mail-noun-1
",
inferred_confOf15,18,Organization Person employed By,[Organization [C]] [Person [C]] [employed By [P]] ,"frame:Organization,frame:People,frame:Using,","wn30:synset-organization-noun-1,wn30:synset-person-noun-1,wn30:synset-use-verb-1,wn30:synset-by-adverb-1,","wn30:synset-organization-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-person-noun-1 - frame:People - frame:Entity
wn30:synset-use-verb-1 - frame:Using - frame:Event
",,"wn30:synset-by-adverb-1
"
inferred_confOf4,63,Social event location has title,[Social event [C]] [location [P]] [has title [P]] ,"frame:Social_interaction_evaluation,frame:Event,frame:Locale,","wn30:synset-social-adjective-1,wn30:synset-event-noun-1,wn30:synset-location-noun-1,wn30:synset-title-noun-1,","wn30:synset-social-adjective-1 - frame:Social_interaction_evaluation - frame:Attributes
wn30:synset-event-noun-1 - frame:Event - frame:State
wn30:synset-location-noun-1 - frame:Locale - frame:Locale
","wn30:synset-title-noun-1
",
inferred_confOf10,77,reviewes Member PC Topic Contribution expert On,[reviewes [P]] [Member PC [C]] [Topic [C]] [Contribution [C]] [expert On [P]] ,"frame:Membership,frame:Topic,frame:Giving,frame:Expertise,","wn30:synset-member-noun-1,wn30:synset-personal_computer-noun-1,wn30:synset-subject-noun-1,wn30:synset-contribution-noun-2,wn30:synset-expert-noun-1,wn30:synset-along-adverb-1,","wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
wn30:synset-subject-noun-1 - frame:Topic
wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario
wn30:synset-expert-noun-1 - frame:Expertise - frame:Attributes
","wn30:synset-personal_computer-noun-1
","wn30:synset-along-adverb-1
"
inferred_confOf8,59,remark has Title abstract contact Email Contribution Keyword,[remark [P]] [has Title [P]] [abstract [P]] [contact Email [P]] [Contribution [C]] [has Keyword [P]] ,"frame:Becoming_aware,frame:Statement,frame:Giving,","wn30:synset-note-verb-1,wn30:synset-title-noun-1,wn30:synset-abstract-adjective-1,wn30:synset-contact-noun-1,wn30:synset-electronic_mail-noun-1,wn30:synset-contribution-noun-2,","wn30:synset-note-verb-1 - frame:Becoming_aware - frame:Perception
wn30:synset-note-verb-1 - frame:Statement
wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario
","wn30:synset-title-noun-1
wn30:synset-contact-noun-1
wn30:synset-electronic_mail-noun-1
","wn30:synset-abstract-adjective-1
"
inferred_confOf9,13,Author Contribution written By writes,[Author [C]] [Contribution [C]] [written By [P]] [writes [P]] ,"frame:Giving,frame:Text_creation,frame:Statement,frame:Text_creation,frame:Statement,","wn30:synset-writer-noun-1,wn30:synset-contribution-noun-2,wn30:synset-write-verb-1,wn30:synset-by-adverb-1,wn30:synset-write-verb-1,","wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario
wn30:synset-write-verb-1 - frame:Text_creation - frame:Event
wn30:synset-write-verb-1 - frame:Statement
wn30:synset-write-verb-1 - frame:Text_creation - frame:Event
wn30:synset-write-verb-1 - frame:Statement
","wn30:synset-writer-noun-1
","wn30:synset-by-adverb-1
"
inferred_MICRO13,41,Activity Submission Form is Member Of has Members Committee Submitted By,[Activity Submission Form [C]] [is Member Of [P]] [has Members [P]] [Committee Member [C]] [is Submitted By [P]] ,"frame:Intentionally_act,frame:Submitting_documents,frame:Membership,frame:Organization,","wn30:synset-activity-noun-1,wn30:synset-submission-noun-1,wn30:synset-form-noun-1,wn30:synset-member-noun-1,wn30:synset-committee-noun-1,wn30:synset-by-adverb-1,","wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event
wn30:synset-submission-noun-1 - frame:Submitting_documents - frame:Event
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
","wn30:synset-form-noun-1
","wn30:synset-by-adverb-1
"
inferred_MICRO12,54,has Acronym works For Company Person Mail Lecture,[has Acronym [P]] [works For Company [P]] [Person [C]] [has Mail [P]] [Lecture [C]] ,"frame:Being_employed,frame:Businesses,frame:People,frame:Contacting,frame:Speak_on_topic,","wn30:synset-acronym-noun-1,wn30:synset-work-noun-1,wn30:synset-company-noun-1,wn30:synset-person-noun-1,wn30:synset-mail-verb-1,wn30:synset-lecture-noun-1,","wn30:synset-work-noun-1 - frame:Being_employed
wn30:synset-company-noun-1 - frame:Businesses
wn30:synset-person-noun-1 - frame:People - frame:Entity
wn30:synset-mail-verb-1 - frame:Contacting - frame:Event
wn30:synset-lecture-noun-1 - frame:Speak_on_topic
","wn30:synset-acronym-noun-1
",
inferred_MICRO11,41,submission Deadline Activity Submission Form,[submission Deadline [P]] [Activity Submission Form [C]] ,"frame:Submitting_documents,frame:Intentionally_act,frame:Submitting_documents,","wn30:synset-submission-noun-1,wn30:synset-deadline-noun-1,wn30:synset-activity-noun-1,wn30:synset-submission-noun-1,wn30:synset-form-noun-1,","wn30:synset-submission-noun-1 - frame:Submitting_documents - frame:Event
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event
wn30:synset-submission-noun-1 - frame:Submitting_documents - frame:Event
","wn30:synset-deadline-noun-1
wn30:synset-form-noun-1
",
inferred_MICRO8,54,applies To Lecture Paper,[applies To [P]] [Lecture [C]] [Paper [C]] ,"frame:Using,frame:Speak_on_topic,","wn30:synset-use-verb-1,wn30:synset-lecture-noun-1,wn30:synset-paper-noun-1,","wn30:synset-use-verb-1 - frame:Using - frame:Event
wn30:synset-lecture-noun-1 - frame:Speak_on_topic
","wn30:synset-paper-noun-1
",
inferred_MICRO14,18,Tutorial Proposal applies To,[Tutorial Proposal [C]] [applies To [P]] [Tutorial [C]] ,"frame:Statement,frame:Using,","wn30:synset-tutorial-noun-1,wn30:synset-proposal-noun-1,wn30:synset-use-verb-1,","wn30:synset-proposal-noun-1 - frame:Statement
wn30:synset-use-verb-1 - frame:Using - frame:Event
","wn30:synset-tutorial-noun-1
",
inferred_MICRO10,41,Activity Submission Form Author is Submitted By Of has,[Activity Submission Form [C]] [Author [C]] [is Submitted By [P]] [is Author Of [P]] [has Author [P]] ,"frame:Intentionally_act,frame:Submitting_documents,frame:Submitting_documents,","wn30:synset-activity-noun-1,wn30:synset-submission-noun-1,wn30:synset-form-noun-1,wn30:synset-writer-noun-1,wn30:synset-submit-verb-1,wn30:synset-by-adverb-1,","wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event
wn30:synset-submission-noun-1 - frame:Submitting_documents - frame:Event
wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event
","wn30:synset-form-noun-1
wn30:synset-writer-noun-1
","wn30:synset-by-adverb-1
"
inferred_MICRO9,10,Reviewer Double Blind Review executes is Executed By,[Reviewer [C]] [Double Blind Review [C]] [executes [P]] [is Executed By [P]] ,"frame:Execution,frame:Execution,","wn30:synset-reviewer-noun-1,wn30:synset-double-noun-1,wn30:synset-blind-adjective-1,wn30:synset-review-verb-1,wn30:synset-execute-verb-1,wn30:synset-execute-verb-1,wn30:synset-by-adverb-1,","wn30:synset-execute-verb-1 - frame:Execution - frame:Event
wn30:synset-execute-verb-1 - frame:Execution - frame:Event
","wn30:synset-reviewer-noun-1
wn30:synset-double-noun-1
wn30:synset-review-verb-1
","wn30:synset-blind-adjective-1
wn30:synset-by-adverb-1
"
inferred_MICRO15,18,Worksop Proposal applies To Work Shop,[Worksop Proposal [C]] [applies To [P]] [Work Shop [C]] ,"frame:Statement,frame:Using,frame:Being_employed,frame:Businesses,frame:Locale_by_use,","wn30:synset-proposal-noun-1,wn30:synset-use-verb-1,wn30:synset-work-noun-1,wn30:synset-shop-noun-1,","wn30:synset-proposal-noun-1 - frame:Statement
wn30:synset-use-verb-1 - frame:Using - frame:Event
wn30:synset-work-noun-1 - frame:Being_employed
wn30:synset-shop-noun-1 - frame:Businesses
wn30:synset-shop-noun-1 - frame:Locale_by_use - frame:Locale
",,
inferred_MICRO5,44,is Conducted By conducts Activity Author,[is Conducted By [P]] [conducts [P]] [Activity [C]] [Author [C]] ,"frame:Intentionally_act,","wn30:synset-conduct-verb-1,wn30:synset-by-adverb-1,wn30:synset-conduct-verb-1,wn30:synset-activity-noun-1,wn30:synset-writer-noun-1,","wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event
","wn30:synset-conduct-verb-1
wn30:synset-conduct-verb-1
wn30:synset-writer-noun-1
","wn30:synset-by-adverb-1
"
inferred_MICRO1,70,Activity organizes Conference Organizing Committee is Part Of,[Activity [C]] [organizes [P]] [Conference [C]] [Organizing Committee [C]] [is Part Of [P]] ,"frame:Intentionally_act,frame:Creating,frame:Discussion,frame:Organization,frame:Membership,","wn30:synset-activity-noun-1,wn30:synset-form-verb-1,wn30:synset-conference-noun-1,wn30:synset-committee-noun-1,wn30:synset-part-noun-1,","wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event
wn30:synset-form-verb-1 - frame:Creating - frame:Event
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-part-noun-1 - frame:Membership - frame:Being_included
",,
inferred_MICRO4,25,is Included Activity Topic has,[is Included [P]] [Activity [C]] [Topic [C]] [has Topic [P]] ,"frame:Cause_to_be_included,frame:Inclusion,frame:Intentionally_act,frame:Topic,","wn30:synset-include-verb-1,wn30:synset-activity-noun-1,wn30:synset-subject-noun-1,","wn30:synset-include-verb-1 - frame:Cause_to_be_included - frame:Event
wn30:synset-include-verb-1 - frame:Inclusion
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event
wn30:synset-subject-noun-1 - frame:Topic
",,
